excel_row,excel_index,excel_name,normalized_name,credit_rating,occupation_formula,occupation_skills,contacts_present,description_source_hint,classification,official_family_key,matched_source_entries,mechanics_match,setting_or_source_hint,duplicate_group,recommended_action,confidence,notes
138,136,整形医生,整形医生,30-80,教育×4,急救、医学、外语（拉丁文）、心理学、科学（生物学，制药），任两种其他学术或个人特长。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
139,137,司机-公交司机,司机-公交司机,30-50,教育×2＋敏捷×2,会计，汽车驾驶，电气维修，机械维修，导航，一项社交技能（取悦、话术、恐吓、说服），心理学，任意一项其他个人或时代特长。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
140,138,实地调研员,实地调研员,9-30,教育×4,会计，攀爬或跳跃，急救，图书馆，外语，一项社交技能（取悦、话术、恐吓、说服），两项研究领域相关技能。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
141,139,电影摄制人员,电影摄制人员,9-30,教育×2＋意志或敏捷×2,"艺术/工艺(任一,如摄影)，攀爬，汽车驾驶，电气维修，机械维修，一项社交技能（取悦、话术、恐吓、说服），任意两项其他个人或时代特长。",yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
142,140,司法科学家,司法科学家,30-50,教育×4,艺术（摄影），医学，法律，科学（化学，司法科学，药学），侦察，任意一项其他个人或时代特长。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
143,141,运动经理,运动经理,20-70,教育×2＋力量或敏捷×2,会计，格斗（斗殴），闪避，两项社交技能（取悦、话术、恐吓、说服），急救，心理学，任意一项其他个人或时代特长。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
144,142,商船队船员,商船队船员,20-30,教育×2＋力量或敏捷×2,人类学，攀爬，电气维修或机械维修，跳跃，操作重型机械，外语，生存（海上），任意一项其他个人或时代特长。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
145,143,古典音乐家,古典音乐家,9-30,教育×2＋意志或敏捷×2,会计，技艺（乐器），一项社交技能（取悦、话术、恐吓、说服），聆听，心理学，三项其他技能。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
146,144,赛车手/ 赛艇手,赛车手/ 赛艇手,30-70,教育×2＋敏捷×2,汽车驾驶，电气维修，机械维修，驾驶（船），心理学，侦察，任意两项其他个人或时代特长。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
147,145,电台播音员,电台播音员,50-80,教育×4,艺术（表演），母语，取悦，话术，说服，心理学，任意两项其他个人或时代特长。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
148,146,推销员（圣经推销员）,推销员(圣经推销员),9-40,教育×2＋外貌×2,会计，两项社交技能（取悦、话术、恐吓、说服），汽车驾驶，聆听，心理学，潜行或妙手，一项其他技能。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
149,147,推销员（旅行推销员）,推销员(旅行推销员),9-30,教育×2＋外貌×2,会计，两项社交技能（取悦、话术、恐吓、说服），汽车驾驶，导航，聆听，心理学，一项其他技能。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
150,148,小企业家,小企业家,50-70,教育×4,会计，两项社交技能（取悦、话术、恐吓、说服），心理学，四项经营业务相关技能。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
151,149,舞台工作人员,舞台工作人员,9-20,教育×2＋力量或敏捷×2,艺术/ 工艺（任一），母语，两项社交技能（取悦、话术、恐吓、说服），乔装，心理学，任意两项其他个人或时代特长。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
152,150,证券经纪人,证券经纪人,60-90,教育×4,会计，估价，母语，两项社交技能（取悦、话术、恐吓、说服），心理学，任意两项其他个人或时代特长。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
153,151,勘测员,勘测员,20-60,教育×4,会计，艺术（摄影），图书馆，博物学，导航，生存（任一），侦察，任意一项其他个人或时代特长。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
154,152,电话接线员,电话接线员,20-50,教育×4,母语，外语，两项社交技能（取悦、话术、恐吓、说服），聆听，心理学，任意两项其他个人或时代特长。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
155,153,星探,星探,9-30,教育×4,会计，两项社交技能（取悦、话术、恐吓、说服），法律，心理学，侦察，任意两项其他个人或时代特长。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
156,154,医疗技术员,医疗技术员,30-60,教育×4,艺术（摄影），电气维修，图书馆，机械维修，医学，科学（生物，化学，药学）。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
157,155,队医,队医,9-30,教育×4,两项社交技能（取悦、话术、恐吓、说服），急救，医学，科学（药学），心理学，侦察，任意一项其他个人或时代特长。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
158,156,寻宝猎人,寻宝猎人,9-30,教育×2＋力量或敏捷×2,估价，攀爬，汽车驾驶或驾驶（飞行器或船），电气维修或机械维修，历史，跳跃，一项社交技能（取悦、话术、恐吓、说服），侦察。,yes,《克苏鲁的呼唤调查员伴侣》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁的呼唤调查员伴侣》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
159,157,西部治安官,西部治安官,20-50,教育×2＋力量或敏捷×2,汽车驾驶，射击（任一），格斗（斗殴，鞭），法律，说服或心理学，骑术，追踪。,yes,《日本秘史》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《日本秘史》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
160,158,暴走族,暴走族,5-10,教育×2＋力量或敏捷×2,格斗（斗殴），汽车驾驶，机械维修，话术，恐吓，任意三项其他个人或时代特长。,yes,《日本秘史》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《日本秘史》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
161,159,"神职人员(和尚,尼姑)","神职人员(和尚,尼姑)",5-60,教育×4,艺术（书法），历史或图书馆，外语（汉语或梵语），学识（佛教），一项社交技能（取悦、话术、恐吓、说服），心理学，聆听，任意一项其他个人或时代特长。,yes,《日本秘史》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《日本秘史》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
162,160,"神职人员(神官,巫女)","神职人员(神官,巫女)",20-60,教育×4,艺术（书法，另任一），图书馆，神秘学，学识（神道教），一项社交技能（取悦、话术、恐吓、说服），心理学，任意一项其他个人或时代特长。,yes,《日本秘史》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《日本秘史》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
163,161,风水师,风水师,20-50,教育×4,艺术（任一），图书馆，神秘学，学识（道教），一项社交技能（取悦、话术、恐吓、说服），科学（天文，地质），任意一项其他个人或时代特长。,no,《日本秘史》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《日本秘史》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
164,162,家传降妖人,家传降妖人,9-20,教育×2＋力量或敏捷×2,格斗（斗殴），博物学，神秘学，学识（佛教或神道教），心理学，潜行，任意两项其他个人或时代特长。,no,《日本秘史》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《日本秘史》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
165,163,高中生(教育60以下),高中生(教育60以下),5-10,教育×4,攀爬、潜行、跳跃、图书馆、格斗（任一）、母语、科学（任一）或历史、外语（英语或其他）。,yes,《日本秘史》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《日本秘史》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
166,164,市子（盲人）,市子(盲人),5-30,教育×4,艺术（表演），聆听，学识（神道教），神秘学，历史，话术或说服，心理学，任意一项特长。※经KP同意，可以用「灵媒」技能代替一项自选技能。,no,《日本秘史》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《日本秘史》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
167,165,言灵师/阴阳师,言灵师/阴阳师,9-20,教育×4,艺术（书法，另任一），历史或图书馆，母语，学识（阴阳道），科学（天文），神秘学，任意一项其他个人或时代特长。,no,《日本秘史》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《日本秘史》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
168,166,炼丹师,炼丹师,30-50,教育×4,图书馆，医学，神秘学，科学（化学），博物学，学识（道教），外语（汉语），急救或精神分析。,no,《日本秘史》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《日本秘史》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
169,167,外语教师,外语教师,30-60,教育×4,历史，聆听，母语，心理学，两项社交技能（取悦、话术、恐吓、说服），任意两项其他个人或时代特长。,yes,《日本秘史》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《日本秘史》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
170,168,非法移民,非法移民,0-5,教育×2＋力量或敏捷×2,乔装，话术，聆听，侦察，潜行，妙手，心理学，任意一项其他个人或时代特长。,yes,《日本秘史》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《日本秘史》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
171,169,"相扑力士(SIZ>80,STR>70)","相扑力士(SIZ>80,STR>70)",9-60,教育×2＋力量×2,闪避，格斗（斗殴），恐吓，跳跃，心理学，侦察，任意两项其他个人或时代特长。(你的体型可以超过99),no,《日本秘史》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《日本秘史》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
172,170,渔民,渔民,9-30,教育×2＋力量或敏捷×2,机械维修，操作重型机械，游泳，驾驶（船），科学（天文），导航，博物学，侦察。,yes,日系特定规则《克苏鲁2010》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2010》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
173,171,心理治疗师,心理治疗师,30-50,教育×4,艺术（任一），两项社交技能（取悦、话术、恐吓、说服），法律，外语，心理学，精神分析，任意一项其他个人或时代特长。,yes,日系特定规则《克苏鲁2010》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2010》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
174,172,女学生,女学生,5-10,教育×4,一项社交技能（取悦、话术、恐吓、说服），自行车驾驶，急救，聆听，艺术/ 工艺（任一），图书馆，格斗（矛）或射击（弓术），外语（任一）。,no,日系特定规则《克苏鲁与帝国》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁与帝国》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
175,173,寄居学生,寄居学生,5-10,教育×4,急救，会计，手艺（木匠），说服，图书馆，外语（任一），任意两项其他个人或时代特长。,yes,日系特定规则《克苏鲁与帝国》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁与帝国》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
176,174,动物辅助治疗师,动物辅助治疗师,30-50,教育×2＋外貌或意志×2,"聆听，心理学，精神分析，科学（动物学），跳跃，追踪，博物学，任意一项其他个人或时代特长。
跳跃，追踪，博物学，任意一项其他个人或时代特长。",no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
177,175,急诊医生/救援队员,急诊医生/救援队员,10-50,教育×4,医学，急救，科学（化学），锁匠，机械维修，电气维修，攀爬，跳跃。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
178,176,密医,密医,10-70,教育×4,医学，急救，会计，一项社交技能（取悦、话术、恐吓、说服），法律，科学（药学），外语，任意一项其他个人或时代特长。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
179,177,科学搜查研究员,科学搜查研究员,30-50,教育×4,艺术（摄影），医学，法律，科学（化学，司法科学，药学），侦察，任意一项其他个人或时代特长。,yes,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
180,178,山岳救援队员,山岳救援队员,10-50,教育×2＋力量或敏捷×2,急救，聆听，跳跃，追踪，攀爬，导航，生存（山地），外语。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
181,179,舞者,舞者,9-70,教育×2＋外貌×2,技艺（表演类，如表演、演唱、喜剧等），乔装，两项社交技能（取悦、话术、恐吓、说服），聆听，心理学，任意两项其他个人或时代特长。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
182,180,服装设计师,服装设计师,20-60,教育×4,"会计，技艺（摄影），技艺（任一），计算机或图书馆，乔装，心理学，侦察，任意一项其他个人特长。※可以通过成功的「侦察」检定，从对方的服饰判定其地位和收入等。
",no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
183,181,海上自卫队员,海上自卫队员,9-30,教育×4,电气维修或机械维修，格斗，射击，急救，导航，驾驶（船），生存（海上），游泳。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
184,182,海警,海警,20-40,教育×4,急救，机械维修，博物学，导航，一项社交技能（取悦、话术、恐吓、说服），驾驶（船），侦察，游泳。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
185,183,陆上自卫队员,陆上自卫队员,9-30,教育×2＋力量或敏捷×2,攀爬或游泳，闪避，格斗，射击，潜行，生存，下面任选两项：急救、机械维修、外语。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
186,184,私人军事公司成员,私人军事公司成员,9-30,教育×2＋力量或敏捷×2,攀爬或游泳，闪避，格斗，射击，潜行，生存，下面任选两项：急救、机械维修、外语。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
187,185,冒险家教授,冒险家教授,55-80,教育×2＋外貌或敏捷或力量×2,攀爬或游泳，射击，历史，跳跃，博物学，导航，外语，生存。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
188,186,评论家,评论家,30-70,教育×4,乔装，一项社交技能（取悦、话术、恐吓、说服），历史或图书馆，母语，外语，心理学，潜行。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
189,187,偶像,偶像,9-70,教育×2＋外貌×2,"技艺（表演,歌唱,舞蹈），乔装，两项社交技能（取悦、话术、恐吓、说服），聆听，心理学，任意两项其他个人或时代特长。",no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
190,188,歌手,歌手,9-70,教育×2＋外貌×2,"技艺（歌唱,舞蹈,乐器），乔装，两项社交技能（取悦、话术、恐吓、说服），聆听，心理学，任意两项其他个人或时代特长。",no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
191,189,搞笑艺人,搞笑艺人,9-70,教育×2＋外貌×2,"技艺（表演,杂技,喜剧），乔装，两项社交技能（取悦、话术、恐吓、说服），聆听，心理学，任意两项其他个人或时代特长。",no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
192,190,运动员艺人,运动员艺人,9-20,教育×2＋敏捷×2,攀爬，闪避，跳跃，投掷，侦察，游泳，任意两项其他个人或时代特长。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
193,191,播音员,播音员,50-80,教育×4,艺术（表演），母语，取悦，话术，说服，心理学，任意两项其他个人或时代特长。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
194,192,主持人,主持人,50-80,教育×4,艺术（表演），母语，取悦，话术，说服，心理学，任意两项其他个人或时代特长。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
195,193,电视解说员,电视解说员,50-80,教育×4,艺术（表演），母语，取悦，话术，说服，心理学，任意两项其他个人或时代特长。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
196,194,网络明星,网络明星,9-70,教育×2＋外貌×2,技艺（表演，歌唱，喜剧），乔装，两项社交技能（取悦、话术、恐吓、说服），聆听，心理学，计算机，电气维修。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
197,195,经纪人,经纪人,30-70,教育×4,汽车驾驶、两项社交技能（取悦、话术、恐吓、说服），潜行，聆听，法律，任意两项其他个人或时代特长。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
198,196,捉鬼人,捉鬼人,9-30,教育×2＋敏捷×2,神秘学，科学（物理，化学，生物），机械维修，艺术（摄影），电气维修，一项社交技能（取悦、话术、恐吓、说服）。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
199,197,占卜师、灵媒师,占卜师、灵媒师,9-30,教育×2＋教育或外貌×2,艺术（表演），历史，图书馆，两项社交技能（取悦、话术、恐吓、说服），神秘学，心理学，任意一项其他个人或时代特长。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
200,198,机械师,机械师,9-40,教育×4,技艺（木工、焊接、管道工等），攀爬，汽车驾驶，电气维修，机械维修，操作重型机械，任意两项其他个人或时代或技术特长。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
201,199,厨师,厨师,9-30,教育×2＋敏捷×2,手艺（烹饪），科学（生物，化学），格斗（斗殴），博物学，侦察，外语，任意一项其他个人或时代特长。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
202,200,网络犯罪者,网络犯罪者,10-70,教育×4,计算机，电气维修，电子学，图书馆，侦察，一项社交技能（取悦、话术、恐吓、说服），任意两项其他技能。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
203,201,佣兵,佣兵,9-30,教育×2＋力量或敏捷×2,攀爬或游泳，闪避，格斗，射击，潜行，生存，下面任选两项：急救、机械维修、外语。,no,日系特定规则《克苏鲁2015》职业，使用前请征得KP同意。,confirmed-out-of-scope,,,not-applicable,《克苏鲁2015》职业,,exclude-from-standard,high,Excel explicitly identifies a source outside the frozen Keeper Rulebook + Investigator Handbook Standard boundary.
